sku,productName,objective,niche,primaryActive,dose,formKey,pack,shortBenefit,bullets,description_md,faq,cautions,seoTitle,seoDescription,keywords_primary,keywords_secondary,internal_links
MEJOY-0001,5-HTP 100 mg,Ansiedade & Humor,Ansiedade e Estresse,5 HTP,100 mg,caps,60 cápsulas,Precursor da serotonina para humor e bem-estar.,Precursor da serotonina para humor e bem-estar. | Composição com 5 HTP | Apresentação: 60 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Ansiedade e Estresse,"## O que é |  | 5-HTP 100 mg é uma fórmula manipulada pensada para apoiar equilíbrio emocional, foco e resposta ao estresse. |  | ## Principais benefícios |  | - Precursor da serotonina para humor e bem-estar. | - Composição com 5 HTP | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (60 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é 5-HTP 100 mg? | 5-HTP 100 mg é uma fórmula manipulada com 5 HTP, que pode contribuir para o bem-estar. | Como usar 5-HTP 100 mg? | Utilize conforme orientação de profissional de saúde. | 5-HTP 100 mg tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | 5-HTP 100 mg substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",5-HTP 100 mg | Me Joy,"5-htp 100 mg. apoia equilíbrio emocional, foco e resposta ao estresse. fórmula manipulada. entrega nacional. me joy.",5-htp 100 mg;5 htp;5-htp;100;me joy;manipulado,ansiedade e estresse;ansiedade & humor;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;5-htp 100 mg;5 htp;5-htp;100;me joy;manipulado,/c/ansiedade-humor | /produtos
MEJOY-0031,Uc Ii 40 mg,Articulações,Articulação,UC II,40 mg,caps,60 cápsulas,"Colágeno UC-II 60 caps, maior duração.","Colágeno UC-II 60 caps, maior duração. | Composição com UC II | Apresentação: 60 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Articulação","## O que é |  | Uc Ii 40 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. |  | ## Principais benefícios |  | - Colágeno UC-II 60 caps, maior duração. | - Composição com UC II | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (60 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Uc Ii 40 mg? | Uc Ii 40 mg é uma fórmula manipulada com UC II, que pode contribuir para o bem-estar. | Como usar Uc Ii 40 mg? | Utilize conforme orientação de profissional de saúde. | Uc Ii 40 mg tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Uc Ii 40 mg substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",Uc Ii 40 mg | Me Joy,"Uc ii 40 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy.",uc ii 40 mg;uc ii;me joy;manipulado,articulação;articulações;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;uc ii 40 mg;uc ii;me joy;manipulado,/c/articulacoes | /produtos
MEJOY-0032,Urtiga 400 mg,Articulações,Articulação,URTIGA,400 mg,caps,60 cápsulas,Urtiga para articulações e bem-estar.,Urtiga para articulações e bem-estar. | Composição com URTIGA | Apresentação: 60 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Articulação,"## O que é |  | Urtiga 400 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. |  | ## Principais benefícios |  | - Urtiga para articulações e bem-estar. | - Composição com URTIGA | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (60 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Urtiga 400 mg? | Urtiga 400 mg é uma fórmula manipulada com URTIGA, que pode contribuir para o bem-estar. | Como usar Urtiga 400 mg? | Utilize conforme orientação de profissional de saúde. | Urtiga 400 mg tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Urtiga 400 mg substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",Urtiga 400 mg | Me Joy,"Urtiga 400 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy.",urtiga 400 mg;urtiga;400;me joy;manipulado,articulação;articulações;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;urtiga 400 mg;urtiga;400;me joy;manipulado,/c/articulacoes | /produtos
MEJOY-0033,óLeo De Borragem 500 mg,Articulações,Articulação,ÓLEO DE BORRAGEM,500 mg,caps,60 cápsulas,Óleo de borragem para conforto articular.,Óleo de borragem para conforto articular. | Composição com ÓLEO DE BORRAGEM | Apresentação: 60 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Articulação,"## O que é |  | óLeo De Borragem 500 mg é uma fórmula manipulada pensada para apoiar conforto articular, mobilidade e recuperação. |  | ## Principais benefícios |  | - Óleo de borragem para conforto articular. | - Composição com ÓLEO DE BORRAGEM | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (60 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é óLeo De Borragem 500 mg? | óLeo De Borragem 500 mg é uma fórmula manipulada com ÓLEO DE BORRAGEM, que pode contribuir para o bem-estar. | Como usar óLeo De Borragem 500 mg? | Utilize conforme orientação de profissional de saúde. | óLeo De Borragem 500 mg tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | óLeo De Borragem 500 mg substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",óLeo De Borragem 500 mg | Me Joy,"Óleo de borragem 500 mg. apoia conforto articular, mobilidade e recuperação. fórmula manipulada. entrega nacional. me joy.",óleo de borragem 500 mg;óleo de borragem;óleo;borragem;500;me joy;manipulado,articulação;articulações;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;óleo de borragem 500 mg;óleo de borragem;óleo;borragem;500;me joy;manipulado,/c/articulacoes | /produtos
MEJOY-0034,Actrisave 250 mg,Cabelo,Capilar,ACTRISAVE,250 mg,caps,30 cápsulas,Actrisave: ativo antienvelhecimento para fios e couro cabeludo.,Actrisave: ativo antienvelhecimento para fios e couro cabeludo. | Composição com ACTRISAVE | Apresentação: 30 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar,"## O que é |  | Actrisave 250 mg é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Actrisave: ativo antienvelhecimento para fios e couro cabeludo. | - Composição com ACTRISAVE | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (30 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Actrisave 250 mg? | Actrisave 250 mg é uma fórmula manipulada com ACTRISAVE, que pode contribuir para o bem-estar. | Como usar Actrisave 250 mg? | Utilize conforme orientação de profissional de saúde. | Actrisave 250 mg tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Actrisave 250 mg substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",Actrisave 250 mg | Me Joy,Actrisave 250 mg. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,actrisave 250 mg;actrisave;250;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;actrisave 250 mg;actrisave;250;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0035,Hair Complex,Cabelo,Capilar,HAIR COMPLEX,—,caps,60 cápsulas,Complexo vitamínico para nutrir e fortalecer os fios.,Complexo vitamínico para nutrir e fortalecer os fios. | Composição com HAIR COMPLEX | Apresentação: 60 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar,"## O que é |  | Hair Complex é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Complexo vitamínico para nutrir e fortalecer os fios. | - Composição com HAIR COMPLEX | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (60 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Hair Complex? | Hair Complex é uma fórmula manipulada com HAIR COMPLEX, que pode contribuir para o bem-estar. | Como usar Hair Complex? | Utilize conforme orientação de profissional de saúde. | Hair Complex tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Hair Complex substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",Hair Complex | Me Joy,Hair complex. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,hair complex;hair;complex;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;hair complex;hair;complex;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0036,Minoxidil + D Pantenol + Auxina TricóGena 100 mL,Cabelo,Capilar,Minoxidil + D PANTENOL + AUXINA TRICÓGENA,—,topical,100 mL,Minoxidil + D-pantenol + auxina para crescimento e força.,Minoxidil + D-pantenol + auxina para crescimento e força. | Composição com Minoxidil + D PANTENOL + AUXINA TRICÓGENA | Apresentação: 100 mL | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar,"## O que é |  | Minoxidil + D Pantenol + Auxina TricóGena 100 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Minoxidil + D-pantenol + auxina para crescimento e força. | - Composição com Minoxidil + D PANTENOL + AUXINA TRICÓGENA | - Fórmula manipulada de qualidade |  | ## Como usar |  | Aplique conforme orientação de profissional de saúde. Apresentação: 100 mL. |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. Produto sob prescrição. Requer avaliação médica antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Minoxidil + D Pantenol + Auxina TricóGena 100 mL? | Minoxidil + D Pantenol + Auxina TricóGena 100 mL é uma fórmula manipulada com Minoxidil + D PANTENOL + AUXINA TRICÓGENA, que pode contribuir para o bem-estar. | Como usar Minoxidil + D Pantenol + Auxina TricóGena 100 mL? | Utilize conforme orientação de profissional de saúde. | Minoxidil + D Pantenol + Auxina TricóGena 100 mL tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Minoxidil + D Pantenol + Auxina TricóGena 100 mL substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Produto sob prescrição. Requer avaliação médica. Gestantes, lactantes e crianças devem consultar médico.",Minoxidil + D Pantenol + Auxina TricóGena 100 mL | Me Joy,Minoxidil + d pantenol + auxina tricógena 100 ml. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega,minoxidil + d pantenol + auxina tricógena 100 ml;minoxidil + d pantenol + auxina tricógena;minoxidil;pantenol;auxina;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;minoxidil + d pantenol + auxina tricógena 100 ml;minoxidil + d pantenol + auxina tricógena;minoxidil;pantenol;auxina;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0037,Minoxidil 5% Com Biotina 100 mL,Cabelo,Capilar,MINOXIDIL 5% COM BIOTINA,—,topical,100 mL,Minoxidil 5% com biotina para fios mais fortes.,Minoxidil 5% com biotina para fios mais fortes. | Composição com MINOXIDIL 5% COM BIOTINA | Apresentação: 100 mL | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar,"## O que é |  | Minoxidil 5% Com Biotina 100 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Minoxidil 5% com biotina para fios mais fortes. | - Composição com MINOXIDIL 5% COM BIOTINA | - Fórmula manipulada de qualidade |  | ## Como usar |  | Aplique conforme orientação de profissional de saúde. Apresentação: 100 mL. |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. Produto sob prescrição. Requer avaliação médica antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Minoxidil 5% Com Biotina 100 mL? | Minoxidil 5% Com Biotina 100 mL é uma fórmula manipulada com MINOXIDIL 5% COM BIOTINA, que pode contribuir para o bem-estar. | Como usar Minoxidil 5% Com Biotina 100 mL? | Utilize conforme orientação de profissional de saúde. | Minoxidil 5% Com Biotina 100 mL tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Minoxidil 5% Com Biotina 100 mL substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Produto sob prescrição. Requer avaliação médica. Gestantes, lactantes e crianças devem consultar médico.",Minoxidil 5% Com Biotina 100 mL | Me Joy,Minoxidil 5% com biotina 100 ml. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,minoxidil 5% com biotina 100 ml;minoxidil 5% com biotina;minoxidil;com;biotina;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;minoxidil 5% com biotina 100 ml;minoxidil 5% com biotina;minoxidil;com;biotina;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0038,Minoxidil 5% Com Propilenoglicol 100 mL,Cabelo,Capilar,MINOXIDIL 5% COM PROPILENOGLICOL,—,topical,100 mL,"Minoxidil 5% com propilenoglicol, fórmula clássica.","Minoxidil 5% com propilenoglicol, fórmula clássica. | Composição com MINOXIDIL 5% COM PROPILENOGLICOL | Apresentação: 100 mL | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar","## O que é |  | Minoxidil 5% Com Propilenoglicol 100 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Minoxidil 5% com propilenoglicol, fórmula clássica. | - Composição com MINOXIDIL 5% COM PROPILENOGLICOL | - Fórmula manipulada de qualidade |  | ## Como usar |  | Aplique conforme orientação de profissional de saúde. Apresentação: 100 mL. |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. Produto sob prescrição. Requer avaliação médica antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Minoxidil 5% Com Propilenoglicol 100 mL? | Minoxidil 5% Com Propilenoglicol 100 mL é uma fórmula manipulada com MINOXIDIL 5% COM PROPILENOGLICOL, que pode contribuir para o bem-estar. | Como usar Minoxidil 5% Com Propilenoglicol 100 mL? | Utilize conforme orientação de profissional de saúde. | Minoxidil 5% Com Propilenoglicol 100 mL tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Minoxidil 5% Com Propilenoglicol 100 mL substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Produto sob prescrição. Requer avaliação médica. Gestantes, lactantes e crianças devem consultar médico.",Minoxidil 5% Com Propilenoglicol 100 mL | Me Joy,Minoxidil 5% com propilenoglicol 100 ml. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,minoxidil 5% com propilenoglicol 100 ml;minoxidil 5% com propilenoglicol;minoxidil;com;propilenoglicol;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;minoxidil 5% com propilenoglicol 100 ml;minoxidil 5% com propilenoglicol;minoxidil;com;propilenoglicol;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0039,Minoxidil 5% Em Trichosol 50 mL,Cabelo,Capilar,MINOXIDIL 5% EM TRICHOSOL,—,topical,50 mL,"Minoxidil em trichosol, leve para couro sensível.","Minoxidil em trichosol, leve para couro sensível. | Composição com MINOXIDIL 5% EM TRICHOSOL | Apresentação: 50 mL | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar","## O que é |  | Minoxidil 5% Em Trichosol 50 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Minoxidil em trichosol, leve para couro sensível. | - Composição com MINOXIDIL 5% EM TRICHOSOL | - Fórmula manipulada de qualidade |  | ## Como usar |  | Aplique conforme orientação de profissional de saúde. Apresentação: 50 mL. |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. Produto sob prescrição. Requer avaliação médica antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Minoxidil 5% Em Trichosol 50 mL? | Minoxidil 5% Em Trichosol 50 mL é uma fórmula manipulada com MINOXIDIL 5% EM TRICHOSOL, que pode contribuir para o bem-estar. | Como usar Minoxidil 5% Em Trichosol 50 mL? | Utilize conforme orientação de profissional de saúde. | Minoxidil 5% Em Trichosol 50 mL tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Minoxidil 5% Em Trichosol 50 mL substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Produto sob prescrição. Requer avaliação médica. Gestantes, lactantes e crianças devem consultar médico.",Minoxidil 5% Em Trichosol 50 mL | Me Joy,Minoxidil 5% em trichosol 50 ml. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,minoxidil 5% em trichosol 50 ml;minoxidil 5% em trichosol;minoxidil;trichosol;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;minoxidil 5% em trichosol 50 ml;minoxidil 5% em trichosol;minoxidil;trichosol;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0040,Minoxidil Turbinado 100 mL,Cabelo,Capilar,MINOXIDIL TURBINADO,—,topical,100 mL,Minoxidil turbinado para crescimento capilar.,Minoxidil turbinado para crescimento capilar. | Composição com MINOXIDIL TURBINADO | Apresentação: 100 mL | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar,"## O que é |  | Minoxidil Turbinado 100 mL é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Minoxidil turbinado para crescimento capilar. | - Composição com MINOXIDIL TURBINADO | - Fórmula manipulada de qualidade |  | ## Como usar |  | Aplique conforme orientação de profissional de saúde. Apresentação: 100 mL. |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. Produto sob prescrição. Requer avaliação médica antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Minoxidil Turbinado 100 mL? | Minoxidil Turbinado 100 mL é uma fórmula manipulada com MINOXIDIL TURBINADO, que pode contribuir para o bem-estar. | Como usar Minoxidil Turbinado 100 mL? | Utilize conforme orientação de profissional de saúde. | Minoxidil Turbinado 100 mL tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Minoxidil Turbinado 100 mL substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Produto sob prescrição. Requer avaliação médica. Gestantes, lactantes e crianças devem consultar médico.",Minoxidil Turbinado 100 mL | Me Joy,Minoxidil turbinado 100 ml. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,minoxidil turbinado 100 ml;minoxidil turbinado;minoxidil;turbinado;100;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;minoxidil turbinado 100 ml;minoxidil turbinado;minoxidil;turbinado;100;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0041,Pill Food,Cabelo,Capilar,PILL FOOD,—,caps,60 cápsulas,"Biotina, queratina e nutrientes para fios e unhas.","Biotina, queratina e nutrientes para fios e unhas. | Composição com PILL FOOD | Apresentação: 60 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar","## O que é |  | Pill Food é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Biotina, queratina e nutrientes para fios e unhas. | - Composição com PILL FOOD | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (60 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Pill Food? | Pill Food é uma fórmula manipulada com PILL FOOD, que pode contribuir para o bem-estar. | Como usar Pill Food? | Utilize conforme orientação de profissional de saúde. | Pill Food tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Pill Food substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",Pill Food | Me Joy,Pill food. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,pill food;pill;food;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;pill food;pill;food;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0042,Pill Food Turbinado,Cabelo,Capilar,PILL FOOD TURBINADO,—,caps,120 cápsulas,"Pill Food turbinado 120 caps, maior duração.","Pill Food turbinado 120 caps, maior duração. | Composição com PILL FOOD TURBINADO | Apresentação: 120 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar","## O que é |  | Pill Food Turbinado é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Pill Food turbinado 120 caps, maior duração. | - Composição com PILL FOOD TURBINADO | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (120 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Pill Food Turbinado? | Pill Food Turbinado é uma fórmula manipulada com PILL FOOD TURBINADO, que pode contribuir para o bem-estar. | Como usar Pill Food Turbinado? | Utilize conforme orientação de profissional de saúde. | Pill Food Turbinado tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Pill Food Turbinado substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",Pill Food Turbinado | Me Joy,Pill food turbinado. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,pill food turbinado;pill;food;turbinado;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;pill food turbinado;pill;food;turbinado;me joy;manipulado,/c/cabelo | /produtos
MEJOY-0043,Pill Food Turbinado,Cabelo,Capilar,PILL FOOD TURBINADO,—,caps,60 cápsulas,Pill Food turbinado 60 caps para cabelos e unhas.,Pill Food turbinado 60 caps para cabelos e unhas. | Composição com PILL FOOD TURBINADO | Apresentação: 60 cápsulas | Pode auxiliar no suporte nutricional | Fórmula manipulada | Indicado para Capilar,"## O que é |  | Pill Food Turbinado é uma fórmula manipulada pensada para apoiar saúde dos fios e do couro cabeludo com formulação direcionada. |  | ## Principais benefícios |  | - Pill Food turbinado 60 caps para cabelos e unhas. | - Composição com PILL FOOD TURBINADO | - Fórmula manipulada de qualidade |  | ## Como usar |  | Utilize conforme orientação de profissional de saúde. Apresentação: cápsulas (60 cápsulas). |  | ## Cuidados |  | Gestantes, lactantes e crianças devem consultar médico antes do uso. |  | Consulte um profissional de saúde antes do uso. Gestantes, lactantes e crianças devem consultar médico antes do uso. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","O que é Pill Food Turbinado? | Pill Food Turbinado é uma fórmula manipulada com PILL FOOD TURBINADO, que pode contribuir para o bem-estar. | Como usar Pill Food Turbinado? | Utilize conforme orientação de profissional de saúde. | Pill Food Turbinado tem contraindicações? | Gestantes, lactantes e crianças devem consultar médico antes do uso. | Pill Food Turbinado substitui alimentação? | Não. Este produto não substitui uma alimentação equilibrada e hábitos saudáveis.","Gestantes, lactantes e crianças devem consultar médico antes do uso.",Pill Food Turbinado | Me Joy,Pill food turbinado. apoia saúde dos fios e do couro cabeludo com formulação direcionada. fórmula manipulada. entrega nacional. me joy.,pill food turbinado;pill;food;turbinado;me joy;manipulado,capilar;cabelo;suplemento;fórmula manipulada;farmácia de manipulação;entrega nacional;pill food turbinado;pill;food;turbinado;me joy;manipulado,/c/cabelo | /produtos
